card_id,set_id,number,name,types,supertype,subtypes,image_url,image_large_url
sm3-116,sm3,116,Kiawe,,Trainer,Supporter,https://images.pokemontcg.io/sm3/116.png,https://images.pokemontcg.io/sm3/116_hires.png
sm3-115a,sm3,115a,Guzma,,Trainer,Supporter,https://images.pokemontcg.io/sm3/115a.png,https://images.pokemontcg.io/sm3/115a_hires.png
sm3-115,sm3,115,Guzma,,Trainer,Supporter,https://images.pokemontcg.io/sm3/115.png,https://images.pokemontcg.io/sm3/115_hires.png
sm3-114,sm3,114,Escape Rope,,Trainer,Item,https://images.pokemontcg.io/sm3/114.png,https://images.pokemontcg.io/sm3/114_hires.png
sm3-113,sm3,113,Bodybuilding Dumbbells,,Trainer,Pokémon Tool,https://images.pokemontcg.io/sm3/113.png,https://images.pokemontcg.io/sm3/113_hires.png
sm3-112a,sm3,112a,Acerola,,Trainer,Supporter,https://images.pokemontcg.io/sm3/112a.png,https://images.pokemontcg.io/sm3/112a_hires.png
sm3-112,sm3,112,Acerola,,Trainer,Supporter,https://images.pokemontcg.io/sm3/112.png,https://images.pokemontcg.io/sm3/112_hires.png
sm3-111,sm3,111,Bewear,Colorless,Pokémon,Stage 1,https://images.pokemontcg.io/sm3/111.png,https://images.pokemontcg.io/sm3/111_hires.png
sm3-110,sm3,110,Stufful,Colorless,Pokémon,Basic,https://images.pokemontcg.io/sm3/110.png,https://images.pokemontcg.io/sm3/110_hires.png
sm3-109,sm3,109,Noibat,Colorless,Pokémon,Basic,https://images.pokemontcg.io/sm3/109.png,https://images.pokemontcg.io/sm3/109_hires.png
sm3-108,sm3,108,Bouffalant,Colorless,Pokémon,Basic,https://images.pokemontcg.io/sm3/108.png,https://images.pokemontcg.io/sm3/108_hires.png
sm3-107,sm3,107,Noctowl,Colorless,Pokémon,Stage 1,https://images.pokemontcg.io/sm3/107.png,https://images.pokemontcg.io/sm3/107_hires.png
sm3-106,sm3,106,Hoothoot,Colorless,Pokémon,Basic,https://images.pokemontcg.io/sm3/106.png,https://images.pokemontcg.io/sm3/106_hires.png
sm3-105a,sm3,105a,Porygon-Z,Colorless,Pokémon,Stage 2,https://images.pokemontcg.io/sm3/105a.png,https://images.pokemontcg.io/sm3/105a_hires.png
sm3-105,sm3,105,Porygon-Z,Colorless,Pokémon,Stage 2,https://images.pokemontcg.io/sm3/105.png,https://images.pokemontcg.io/sm3/105_hires.png
sm3-104,sm3,104,Porygon2,Colorless,Pokémon,Stage 1,https://images.pokemontcg.io/sm3/104.png,https://images.pokemontcg.io/sm3/104_hires.png
sm3-103,sm3,103,Porygon,Colorless,Pokémon,Basic,https://images.pokemontcg.io/sm3/103.png,https://images.pokemontcg.io/sm3/103_hires.png
sm3-102,sm3,102,Persian,Colorless,Pokémon,Stage 1,https://images.pokemontcg.io/sm3/102.png,https://images.pokemontcg.io/sm3/102_hires.png
sm3-101,sm3,101,Meowth,Colorless,Pokémon,Basic,https://images.pokemontcg.io/sm3/101.png,https://images.pokemontcg.io/sm3/101_hires.png
sm3-100,sm3,100,Zygarde,Dragon,Pokémon,Basic,https://images.pokemontcg.io/sm3/100.png,https://images.pokemontcg.io/sm3/100_hires.png
sm3-99,sm3,99,Noivern-GX,Dragon,Pokémon,Stage 1 | GX,https://images.pokemontcg.io/sm3/99.png,https://images.pokemontcg.io/sm3/99_hires.png
sm3-98,sm3,98,Shiinotic,Fairy,Pokémon,Stage 1,https://images.pokemontcg.io/sm3/98.png,https://images.pokemontcg.io/sm3/98_hires.png
sm3-97,sm3,97,Morelull,Fairy,Pokémon,Basic,https://images.pokemontcg.io/sm3/97.png,https://images.pokemontcg.io/sm3/97_hires.png
sm3-96,sm3,96,Ribombee,Fairy,Pokémon,Stage 1,https://images.pokemontcg.io/sm3/96.png,https://images.pokemontcg.io/sm3/96_hires.png
sm3-95,sm3,95,Cutiefly,Fairy,Pokémon,Basic,https://images.pokemontcg.io/sm3/95.png,https://images.pokemontcg.io/sm3/95_hires.png
sm3-94,sm3,94,Diancie,Fairy,Pokémon,Basic,https://images.pokemontcg.io/sm3/94.png,https://images.pokemontcg.io/sm3/94_hires.png
sm3-93,sm3,93,Gardevoir-GX,Fairy,Pokémon,Stage 2 | GX,https://images.pokemontcg.io/sm3/93.png,https://images.pokemontcg.io/sm3/93_hires.png
sm3-92a,sm3,92a,Kirlia,Fairy,Pokémon,Stage 1,https://images.pokemontcg.io/sm3/92a.png,https://images.pokemontcg.io/sm3/92a_hires.png
sm3-92,sm3,92,Kirlia,Fairy,Pokémon,Stage 1,https://images.pokemontcg.io/sm3/92.png,https://images.pokemontcg.io/sm3/92_hires.png
sm3-91,sm3,91,Ralts,Fairy,Pokémon,Basic,https://images.pokemontcg.io/sm3/91.png,https://images.pokemontcg.io/sm3/91_hires.png
sm3-90,sm3,90,Malamar,Darkness,Pokémon,Stage 1,https://images.pokemontcg.io/sm3/90.png,https://images.pokemontcg.io/sm3/90_hires.png
sm3-89,sm3,89,Inkay,Darkness,Pokémon,Basic,https://images.pokemontcg.io/sm3/89.png,https://images.pokemontcg.io/sm3/89_hires.png
sm3-88a,sm3,88a,Darkrai-GX,Darkness,Pokémon,Basic | GX,https://images.pokemontcg.io/sm3/88a.png,https://images.pokemontcg.io/sm3/88a_hires.png
sm3-88,sm3,88,Darkrai-GX,Darkness,Pokémon,Basic | GX,https://images.pokemontcg.io/sm3/88.png,https://images.pokemontcg.io/sm3/88_hires.png
sm3-87,sm3,87,Darkrai,Darkness,Pokémon,Basic,https://images.pokemontcg.io/sm3/87.png,https://images.pokemontcg.io/sm3/87_hires.png
sm3-86,sm3,86,Weavile,Darkness,Pokémon,Stage 1,https://images.pokemontcg.io/sm3/86.png,https://images.pokemontcg.io/sm3/86_hires.png
sm3-85,sm3,85,Sneasel,Darkness,Pokémon,Basic,https://images.pokemontcg.io/sm3/85.png,https://images.pokemontcg.io/sm3/85_hires.png
sm3-84,sm3,84,Alolan Muk-GX,Darkness,Pokémon,Stage 1 | GX,https://images.pokemontcg.io/sm3/84.png,https://images.pokemontcg.io/sm3/84_hires.png
sm3-83,sm3,83,Alolan Grimer,Darkness,Pokémon,Basic,https://images.pokemontcg.io/sm3/83.png,https://images.pokemontcg.io/sm3/83_hires.png
sm3-82,sm3,82,Alolan Raticate,Darkness,Pokémon,Stage 1,https://images.pokemontcg.io/sm3/82.png,https://images.pokemontcg.io/sm3/82_hires.png
sm3-81,sm3,81,Alolan Rattata,Darkness,Pokémon,Basic,https://images.pokemontcg.io/sm3/81.png,https://images.pokemontcg.io/sm3/81_hires.png
sm3-80,sm3,80,Marshadow-GX,Fighting,Pokémon,Basic | GX,https://images.pokemontcg.io/sm3/80.png,https://images.pokemontcg.io/sm3/80_hires.png
sm3-79,sm3,79,Passimian,Fighting,Pokémon,Basic,https://images.pokemontcg.io/sm3/79.png,https://images.pokemontcg.io/sm3/79_hires.png
sm3-78,sm3,78,Mudsdale,Fighting,Pokémon,Stage 1,https://images.pokemontcg.io/sm3/78.png,https://images.pokemontcg.io/sm3/78_hires.png
sm3-77,sm3,77,Mudbray,Fighting,Pokémon,Basic,https://images.pokemontcg.io/sm3/77.png,https://images.pokemontcg.io/sm3/77_hires.png
sm3-76,sm3,76,Lycanroc,Fighting,Pokémon,Stage 1,https://images.pokemontcg.io/sm3/76.png,https://images.pokemontcg.io/sm3/76_hires.png
sm3-75,sm3,75,Lycanroc,Fighting,Pokémon,Stage 1,https://images.pokemontcg.io/sm3/75.png,https://images.pokemontcg.io/sm3/75_hires.png
sm3-74,sm3,74,Crabominable,Fighting,Pokémon,Stage 1,https://images.pokemontcg.io/sm3/74.png,https://images.pokemontcg.io/sm3/74_hires.png
sm3-73,sm3,73,Crabrawler,Fighting,Pokémon,Basic,https://images.pokemontcg.io/sm3/73.png,https://images.pokemontcg.io/sm3/73_hires.png
sm3-72,sm3,72,Sawk,Fighting,Pokémon,Basic,https://images.pokemontcg.io/sm3/72.png,https://images.pokemontcg.io/sm3/72_hires.png
sm3-71,sm3,71,Lucario,Fighting,Pokémon,Stage 1,https://images.pokemontcg.io/sm3/71.png,https://images.pokemontcg.io/sm3/71_hires.png
sm3-70,sm3,70,Riolu,Fighting,Pokémon,Basic,https://images.pokemontcg.io/sm3/70.png,https://images.pokemontcg.io/sm3/70_hires.png
sm3-69,sm3,69,Solrock,Fighting,Pokémon,Basic,https://images.pokemontcg.io/sm3/69.png,https://images.pokemontcg.io/sm3/69_hires.png
sm3-68,sm3,68,Lunatone,Fighting,Pokémon,Basic,https://images.pokemontcg.io/sm3/68.png,https://images.pokemontcg.io/sm3/68_hires.png
sm3-67,sm3,67,Rhyperior,Fighting,Pokémon,Stage 2,https://images.pokemontcg.io/sm3/67.png,https://images.pokemontcg.io/sm3/67_hires.png
sm3-66,sm3,66,Rhydon,Fighting,Pokémon,Stage 1,https://images.pokemontcg.io/sm3/66.png,https://images.pokemontcg.io/sm3/66_hires.png
sm3-65,sm3,65,Rhyhorn,Fighting,Pokémon,Basic,https://images.pokemontcg.io/sm3/65.png,https://images.pokemontcg.io/sm3/65_hires.png
sm3-64,sm3,64,Machamp-GX,Fighting,Pokémon,Stage 2 | GX,https://images.pokemontcg.io/sm3/64.png,https://images.pokemontcg.io/sm3/64_hires.png
sm3-63,sm3,63,Necrozma-GX,Psychic,Pokémon,Basic | GX,https://images.pokemontcg.io/sm3/63.png,https://images.pokemontcg.io/sm3/63_hires.png
sm3-62,sm3,62,Palossand,Psychic,Pokémon,Stage 1,https://images.pokemontcg.io/sm3/62.png,https://images.pokemontcg.io/sm3/62_hires.png
sm3-61,sm3,61,Sandygast,Psychic,Pokémon,Basic,https://images.pokemontcg.io/sm3/61.png,https://images.pokemontcg.io/sm3/61_hires.png
sm3-60,sm3,60,Meowstic,Psychic,Pokémon,Stage 1,https://images.pokemontcg.io/sm3/60.png,https://images.pokemontcg.io/sm3/60_hires.png
sm3-59,sm3,59,Espurr,Psychic,Pokémon,Basic,https://images.pokemontcg.io/sm3/59.png,https://images.pokemontcg.io/sm3/59_hires.png
sm3-58,sm3,58,Scolipede,Psychic,Pokémon,Stage 2,https://images.pokemontcg.io/sm3/58.png,https://images.pokemontcg.io/sm3/58_hires.png
sm3-57,sm3,57,Whirlipede,Psychic,Pokémon,Stage 1,https://images.pokemontcg.io/sm3/57.png,https://images.pokemontcg.io/sm3/57_hires.png
sm3-56,sm3,56,Venipede,Psychic,Pokémon,Basic,https://images.pokemontcg.io/sm3/56.png,https://images.pokemontcg.io/sm3/56_hires.png
sm3-55,sm3,55,Toxicroak,Psychic,Pokémon,Stage 1,https://images.pokemontcg.io/sm3/55.png,https://images.pokemontcg.io/sm3/55_hires.png
sm3-54,sm3,54,Croagunk,Psychic,Pokémon,Basic,https://images.pokemontcg.io/sm3/54.png,https://images.pokemontcg.io/sm3/54_hires.png
sm3-53,sm3,53,Dusknoir,Psychic,Pokémon,Stage 2,https://images.pokemontcg.io/sm3/53.png,https://images.pokemontcg.io/sm3/53_hires.png
sm3-52,sm3,52,Dusclops,Psychic,Pokémon,Stage 1,https://images.pokemontcg.io/sm3/52.png,https://images.pokemontcg.io/sm3/52_hires.png
sm3-51,sm3,51,Duskull,Psychic,Pokémon,Basic,https://images.pokemontcg.io/sm3/51.png,https://images.pokemontcg.io/sm3/51_hires.png
sm3-50,sm3,50,Seviper,Psychic,Pokémon,Basic,https://images.pokemontcg.io/sm3/50.png,https://images.pokemontcg.io/sm3/50_hires.png
sm3-49,sm3,49,Wobbuffet,Psychic,Pokémon,Basic,https://images.pokemontcg.io/sm3/49.png,https://images.pokemontcg.io/sm3/49_hires.png
sm3-48,sm3,48,Slowking,Psychic,Pokémon,Stage 1,https://images.pokemontcg.io/sm3/48.png,https://images.pokemontcg.io/sm3/48_hires.png
sm3-47,sm3,47,Togedemaru,Lightning,Pokémon,Basic,https://images.pokemontcg.io/sm3/47.png,https://images.pokemontcg.io/sm3/47_hires.png
sm3-46,sm3,46,Eelektross,Lightning,Pokémon,Stage 2,https://images.pokemontcg.io/sm3/46.png,https://images.pokemontcg.io/sm3/46_hires.png
sm3-45,sm3,45,Eelektrik,Lightning,Pokémon,Stage 1,https://images.pokemontcg.io/sm3/45.png,https://images.pokemontcg.io/sm3/45_hires.png
sm3-44,sm3,44,Tynamo,Lightning,Pokémon,Basic,https://images.pokemontcg.io/sm3/44.png,https://images.pokemontcg.io/sm3/44_hires.png
sm3-43,sm3,43,Electivire,Lightning,Pokémon,Stage 1,https://images.pokemontcg.io/sm3/43.png,https://images.pokemontcg.io/sm3/43_hires.png
sm3-42,sm3,42,Electabuzz,Lightning,Pokémon,Basic,https://images.pokemontcg.io/sm3/42.png,https://images.pokemontcg.io/sm3/42_hires.png
sm3-41,sm3,41,Raichu,Lightning,Pokémon,Stage 1,https://images.pokemontcg.io/sm3/41.png,https://images.pokemontcg.io/sm3/41_hires.png
sm3-40,sm3,40,Pikachu,Lightning,Pokémon,Basic,https://images.pokemontcg.io/sm3/40.png,https://images.pokemontcg.io/sm3/40_hires.png
sm3-39a,sm3,39a,Tapu Fini-GX,Water,Pokémon,Basic | GX,https://images.pokemontcg.io/sm3/39a.png,https://images.pokemontcg.io/sm3/39a_hires.png
sm3-39,sm3,39,Tapu Fini-GX,Water,Pokémon,Basic | GX,https://images.pokemontcg.io/sm3/39.png,https://images.pokemontcg.io/sm3/39_hires.png
sm3-38,sm3,38,Bruxish,Water,Pokémon,Basic,https://images.pokemontcg.io/sm3/38.png,https://images.pokemontcg.io/sm3/38_hires.png
sm3-37,sm3,37,Simipour,Water,Pokémon,Stage 1,https://images.pokemontcg.io/sm3/37.png,https://images.pokemontcg.io/sm3/37_hires.png
sm3-36,sm3,36,Panpour,Water,Pokémon,Basic,https://images.pokemontcg.io/sm3/36.png,https://images.pokemontcg.io/sm3/36_hires.png
sm3-35,sm3,35,Azumarill,Water,Pokémon,Stage 1,https://images.pokemontcg.io/sm3/35.png,https://images.pokemontcg.io/sm3/35_hires.png
sm3-34,sm3,34,Marill,Water,Pokémon,Basic,https://images.pokemontcg.io/sm3/34.png,https://images.pokemontcg.io/sm3/34_hires.png
sm3-33,sm3,33,Gyarados,Water,Pokémon,Stage 1,https://images.pokemontcg.io/sm3/33.png,https://images.pokemontcg.io/sm3/33_hires.png
sm3-32,sm3,32,Magikarp,Water,Pokémon,Basic,https://images.pokemontcg.io/sm3/32.png,https://images.pokemontcg.io/sm3/32_hires.png
sm3-31,sm3,31,Kingdra,Water,Pokémon,Stage 2,https://images.pokemontcg.io/sm3/31.png,https://images.pokemontcg.io/sm3/31_hires.png
sm3-30,sm3,30,Seadra,Water,Pokémon,Stage 1,https://images.pokemontcg.io/sm3/30.png,https://images.pokemontcg.io/sm3/30_hires.png
sm3-29,sm3,29,Horsea,Water,Pokémon,Basic,https://images.pokemontcg.io/sm3/29.png,https://images.pokemontcg.io/sm3/29_hires.png
sm3-28,sm3,28,Alolan Ninetales,Water,Pokémon,Stage 1,https://images.pokemontcg.io/sm3/28.png,https://images.pokemontcg.io/sm3/28_hires.png
sm3-27,sm3,27,Alolan Vulpix,Water,Pokémon,Basic,https://images.pokemontcg.io/sm3/27.png,https://images.pokemontcg.io/sm3/27_hires.png
sm3-26,sm3,26,Turtonator,Fire,Pokémon,Basic,https://images.pokemontcg.io/sm3/26.png,https://images.pokemontcg.io/sm3/26_hires.png
sm3-25,sm3,25,Salazzle-GX,Fire,Pokémon,Stage 1 | GX,https://images.pokemontcg.io/sm3/25.png,https://images.pokemontcg.io/sm3/25_hires.png
sm3-24,sm3,24,Heatmor,Fire,Pokémon,Basic,https://images.pokemontcg.io/sm3/24.png,https://images.pokemontcg.io/sm3/24_hires.png
sm3-23,sm3,23,Simisear,Fire,Pokémon,Stage 1,https://images.pokemontcg.io/sm3/23.png,https://images.pokemontcg.io/sm3/23_hires.png
sm3-22,sm3,22,Pansear,Fire,Pokémon,Basic,https://images.pokemontcg.io/sm3/22.png,https://images.pokemontcg.io/sm3/22_hires.png
sm3-21,sm3,21,Ho-Oh-GX,Fire,Pokémon,Basic | GX,https://images.pokemontcg.io/sm3/21.png,https://images.pokemontcg.io/sm3/21_hires.png
sm3-20,sm3,20,Charizard-GX,Fire,Pokémon,Stage 2 | GX,https://images.pokemontcg.io/sm3/20.png,https://images.pokemontcg.io/sm3/20_hires.png
sm3-19,sm3,19,Charmeleon,Fire,Pokémon,Stage 1,https://images.pokemontcg.io/sm3/19.png,https://images.pokemontcg.io/sm3/19_hires.png
sm3-18a,sm3,18a,Charmander,Fire,Pokémon,Basic,https://images.pokemontcg.io/sm3/18a.png,https://images.pokemontcg.io/sm3/18a_hires.png
sm3-18,sm3,18,Charmander,Fire,Pokémon,Basic,https://images.pokemontcg.io/sm3/18.png,https://images.pokemontcg.io/sm3/18_hires.png
sm3-17,sm3,17,Golisopod-GX,Grass,Pokémon,Stage 1 | GX,https://images.pokemontcg.io/sm3/17.png,https://images.pokemontcg.io/sm3/17_hires.png
sm3-16,sm3,16,Wimpod,Grass,Pokémon,Basic,https://images.pokemontcg.io/sm3/16.png,https://images.pokemontcg.io/sm3/16_hires.png
sm3-15,sm3,15,Araquanid,Grass,Pokémon,Stage 1,https://images.pokemontcg.io/sm3/15.png,https://images.pokemontcg.io/sm3/15_hires.png
sm3-14,sm3,14,Dewpider,Grass,Pokémon,Basic,https://images.pokemontcg.io/sm3/14.png,https://images.pokemontcg.io/sm3/14_hires.png
sm3-13,sm3,13,Simisage,Grass,Pokémon,Stage 1,https://images.pokemontcg.io/sm3/13.png,https://images.pokemontcg.io/sm3/13_hires.png
sm3-12,sm3,12,Pansage,Grass,Pokémon,Basic,https://images.pokemontcg.io/sm3/12.png,https://images.pokemontcg.io/sm3/12_hires.png
sm3-11,sm3,11,Heracross,Grass,Pokémon,Basic,https://images.pokemontcg.io/sm3/11.png,https://images.pokemontcg.io/sm3/11_hires.png
sm3-10,sm3,10,Ledian,Grass,Pokémon,Stage 1,https://images.pokemontcg.io/sm3/10.png,https://images.pokemontcg.io/sm3/10_hires.png
sm3-9,sm3,9,Ledyba,Grass,Pokémon,Basic,https://images.pokemontcg.io/sm3/9.png,https://images.pokemontcg.io/sm3/9_hires.png
sm3-8,sm3,8,Tangrowth,Grass,Pokémon,Stage 1,https://images.pokemontcg.io/sm3/8.png,https://images.pokemontcg.io/sm3/8_hires.png
sm3-7,sm3,7,Tangela,Grass,Pokémon,Basic,https://images.pokemontcg.io/sm3/7.png,https://images.pokemontcg.io/sm3/7_hires.png
sm3-6,sm3,6,Vileplume,Grass,Pokémon,Stage 2,https://images.pokemontcg.io/sm3/6.png,https://images.pokemontcg.io/sm3/6_hires.png
sm3-5,sm3,5,Gloom,Grass,Pokémon,Stage 1,https://images.pokemontcg.io/sm3/5.png,https://images.pokemontcg.io/sm3/5_hires.png
sm3-4,sm3,4,Oddish,Grass,Pokémon,Basic,https://images.pokemontcg.io/sm3/4.png,https://images.pokemontcg.io/sm3/4_hires.png
sm3-3,sm3,3,Butterfree,Grass,Pokémon,Stage 2,https://images.pokemontcg.io/sm3/3.png,https://images.pokemontcg.io/sm3/3_hires.png
sm3-2,sm3,2,Metapod,Grass,Pokémon,Stage 1,https://images.pokemontcg.io/sm3/2.png,https://images.pokemontcg.io/sm3/2_hires.png
sm3-1,sm3,1,Caterpie,Grass,Pokémon,Basic,https://images.pokemontcg.io/sm3/1.png,https://images.pokemontcg.io/sm3/1_hires.png
sm2-169,sm2,169,Fighting Energy,,Energy,Basic,https://images.pokemontcg.io/sm2/169.png,https://images.pokemontcg.io/sm2/169_hires.png
sm2-168,sm2,168,Lightning Energy,,Energy,Basic,https://images.pokemontcg.io/sm2/168.png,https://images.pokemontcg.io/sm2/168_hires.png
sm2-167,sm2,167,Grass Energy,,Energy,Basic,https://images.pokemontcg.io/sm2/167.png,https://images.pokemontcg.io/sm2/167_hires.png
sm2-166,sm2,166,Double Colorless Energy,,Energy,Special,https://images.pokemontcg.io/sm2/166.png,https://images.pokemontcg.io/sm2/166_hires.png
sm2-165,sm2,165,Rare Candy,,Trainer,Item,https://images.pokemontcg.io/sm2/165.png,https://images.pokemontcg.io/sm2/165_hires.png
sm2-164,sm2,164,Max Potion,,Trainer,Item,https://images.pokemontcg.io/sm2/164.png,https://images.pokemontcg.io/sm2/164_hires.png
sm2-163,sm2,163,Field Blower,,Trainer,Item,https://images.pokemontcg.io/sm2/163.png,https://images.pokemontcg.io/sm2/163_hires.png
sm2-162,sm2,162,Enhanced Hammer,,Trainer,Item,https://images.pokemontcg.io/sm2/162.png,https://images.pokemontcg.io/sm2/162_hires.png
sm2-161,sm2,161,Aqua Patch,,Trainer,Item,https://images.pokemontcg.io/sm2/161.png,https://images.pokemontcg.io/sm2/161_hires.png
sm2-160,sm2,160,Drampa-GX,Colorless,Pokémon,Basic | GX,https://images.pokemontcg.io/sm2/160.png,https://images.pokemontcg.io/sm2/160_hires.png
sm2-159,sm2,159,Kommo-o-GX,Dragon,Pokémon,Stage 2 | GX,https://images.pokemontcg.io/sm2/159.png,https://images.pokemontcg.io/sm2/159_hires.png
sm2-158,sm2,158,Sylveon-GX,Fairy,Pokémon,Stage 1 | GX,https://images.pokemontcg.io/sm2/158.png,https://images.pokemontcg.io/sm2/158_hires.png
sm2-157a,sm2,157a,Metagross-GX,Metal,Pokémon,Stage 2 | GX,https://images.pokemontcg.io/sm2/157a.png,https://images.pokemontcg.io/sm2/157a_hires.png
sm2-157,sm2,157,Metagross-GX,Metal,Pokémon,Stage 2 | GX,https://images.pokemontcg.io/sm2/157.png,https://images.pokemontcg.io/sm2/157_hires.png
sm2-156,sm2,156,Lycanroc-GX,Fighting,Pokémon,Stage 1 | GX,https://images.pokemontcg.io/sm2/156.png,https://images.pokemontcg.io/sm2/156_hires.png
sm2-155,sm2,155,Tapu Lele-GX,Psychic,Pokémon,Basic | GX,https://images.pokemontcg.io/sm2/155.png,https://images.pokemontcg.io/sm2/155_hires.png
sm2-154,sm2,154,Toxapex-GX,Psychic,Pokémon,Stage 1 | GX,https://images.pokemontcg.io/sm2/154.png,https://images.pokemontcg.io/sm2/154_hires.png
sm2-153,sm2,153,Tapu Koko-GX,Lightning,Pokémon,Basic | GX,https://images.pokemontcg.io/sm2/153.png,https://images.pokemontcg.io/sm2/153_hires.png
sm2-152,sm2,152,Vikavolt-GX,Lightning,Pokémon,Stage 2 | GX,https://images.pokemontcg.io/sm2/152.png,https://images.pokemontcg.io/sm2/152_hires.png
sm2-151,sm2,151,Wishiwashi-GX,Water,Pokémon,Basic | GX,https://images.pokemontcg.io/sm2/151.png,https://images.pokemontcg.io/sm2/151_hires.png
sm2-150,sm2,150,Alolan Ninetales-GX,Water,Pokémon,Stage 1 | GX,https://images.pokemontcg.io/sm2/150.png,https://images.pokemontcg.io/sm2/150_hires.png
sm2-149,sm2,149,Primarina-GX,Water,Pokémon,Stage 2 | GX,https://images.pokemontcg.io/sm2/149.png,https://images.pokemontcg.io/sm2/149_hires.png
sm2-148,sm2,148,Turtonator-GX,Fire,Pokémon,Basic | GX,https://images.pokemontcg.io/sm2/148.png,https://images.pokemontcg.io/sm2/148_hires.png
sm2-147,sm2,147,Incineroar-GX,Fire,Pokémon,Stage 2 | GX,https://images.pokemontcg.io/sm2/147.png,https://images.pokemontcg.io/sm2/147_hires.png
sm2-146,sm2,146,Decidueye-GX,Grass,Pokémon,Stage 2 | GX,https://images.pokemontcg.io/sm2/146.png,https://images.pokemontcg.io/sm2/146_hires.png
sm2-145,sm2,145,Mallow,,Trainer,Supporter,https://images.pokemontcg.io/sm2/145.png,https://images.pokemontcg.io/sm2/145_hires.png
sm2-144,sm2,144,Hau,,Trainer,Supporter,https://images.pokemontcg.io/sm2/144.png,https://images.pokemontcg.io/sm2/144_hires.png
sm2-143,sm2,143,Hala,,Trainer,Supporter,https://images.pokemontcg.io/sm2/143.png,https://images.pokemontcg.io/sm2/143_hires.png
sm2-142,sm2,142,Drampa-GX,Colorless,Pokémon,Basic | GX,https://images.pokemontcg.io/sm2/142.png,https://images.pokemontcg.io/sm2/142_hires.png
sm2-141,sm2,141,Kommo-o-GX,Dragon,Pokémon,Stage 2 | GX,https://images.pokemontcg.io/sm2/141.png,https://images.pokemontcg.io/sm2/141_hires.png
sm2-140,sm2,140,Sylveon-GX,Fairy,Pokémon,Stage 1 | GX,https://images.pokemontcg.io/sm2/140.png,https://images.pokemontcg.io/sm2/140_hires.png
sm2-139,sm2,139,Metagross-GX,Metal,Pokémon,Stage 2 | GX,https://images.pokemontcg.io/sm2/139.png,https://images.pokemontcg.io/sm2/139_hires.png
sm2-138,sm2,138,Lycanroc-GX,Fighting,Pokémon,Stage 1 | GX,https://images.pokemontcg.io/sm2/138.png,https://images.pokemontcg.io/sm2/138_hires.png
sm2-137,sm2,137,Tapu Lele-GX,Psychic,Pokémon,Basic | GX,https://images.pokemontcg.io/sm2/137.png,https://images.pokemontcg.io/sm2/137_hires.png
sm2-136,sm2,136,Toxapex-GX,Psychic,Pokémon,Stage 1 | GX,https://images.pokemontcg.io/sm2/136.png,https://images.pokemontcg.io/sm2/136_hires.png
sm2-135,sm2,135,Tapu Koko-GX,Lightning,Pokémon,Basic | GX,https://images.pokemontcg.io/sm2/135.png,https://images.pokemontcg.io/sm2/135_hires.png
sm2-134,sm2,134,Vikavolt-GX,Lightning,Pokémon,Stage 2 | GX,https://images.pokemontcg.io/sm2/134.png,https://images.pokemontcg.io/sm2/134_hires.png
sm2-133,sm2,133,Wishiwashi-GX,Water,Pokémon,Basic | GX,https://images.pokemontcg.io/sm2/133.png,https://images.pokemontcg.io/sm2/133_hires.png
sm2-132,sm2,132,Alolan Ninetales-GX,Water,Pokémon,Stage 1 | GX,https://images.pokemontcg.io/sm2/132.png,https://images.pokemontcg.io/sm2/132_hires.png
sm2-131,sm2,131,Turtonator-GX,Fire,Pokémon,Basic | GX,https://images.pokemontcg.io/sm2/131.png,https://images.pokemontcg.io/sm2/131_hires.png
sm2-130a,sm2,130a,Rescue Stretcher,,Trainer,Item,https://images.pokemontcg.io/sm2/130a.png,https://images.pokemontcg.io/sm2/130a_hires.png
sm2-130,sm2,130,Rescue Stretcher,,Trainer,Item,https://images.pokemontcg.io/sm2/130.png,https://images.pokemontcg.io/sm2/130_hires.png
sm2-129,sm2,129,Multi Switch,,Trainer,Item,https://images.pokemontcg.io/sm2/129.png,https://images.pokemontcg.io/sm2/129_hires.png
sm2-128a,sm2,128a,Max Potion,,Trainer,Item,https://images.pokemontcg.io/sm2/128a.png,https://images.pokemontcg.io/sm2/128a_hires.png
sm2-128,sm2,128,Max Potion,,Trainer,Item,https://images.pokemontcg.io/sm2/128.png,https://images.pokemontcg.io/sm2/128_hires.png
sm2-127,sm2,127,Mallow,,Trainer,Supporter,https://images.pokemontcg.io/sm2/127.png,https://images.pokemontcg.io/sm2/127_hires.png
sm2-126,sm2,126,Hala,,Trainer,Supporter,https://images.pokemontcg.io/sm2/126.png,https://images.pokemontcg.io/sm2/126_hires.png
sm2-125a,sm2,125a,Field Blower,,Trainer,Item,https://images.pokemontcg.io/sm2/125a.png,https://images.pokemontcg.io/sm2/125a_hires.png
sm2-125,sm2,125,Field Blower,,Trainer,Item,https://images.pokemontcg.io/sm2/125.png,https://images.pokemontcg.io/sm2/125_hires.png
sm2-124a,sm2,124a,Enhanced Hammer,,Trainer,Item,https://images.pokemontcg.io/sm2/124a.png,https://images.pokemontcg.io/sm2/124a_hires.png
sm2-124,sm2,124,Enhanced Hammer,,Trainer,Item,https://images.pokemontcg.io/sm2/124.png,https://images.pokemontcg.io/sm2/124_hires.png
sm2-123,sm2,123,Energy Recycler,,Trainer,Item,https://images.pokemontcg.io/sm2/123.png,https://images.pokemontcg.io/sm2/123_hires.png
